section_code,section,contents,clause_title,clause_reference
F,F16,Concrete Work,Bar Reinforcement,"(a) Particulars of steel shall be given. (b) Bar reinforcement (measured as executed) including links, stirrups, binders, spacers shall be given in kilogrammes. (c) Bars over 12 metres long shall be described. (d) Bars bent to curve shall be described. (e) Twisted bars or special section bars shall be described. (f) High-tensile steel bars shall be described."
F,F17,Concrete Work,Fabric Reinforcement,"Fabric reinforcement shall be given in square metres stating the mesh, the weight per square metre and the minimum extent of laps."
F,F18,Concrete Work,Labours On Fabric Reinforcement,Raking cutting and curved cutting on fabric reinforcement shall each be given separately in linear metres stating the mesh and weight.
F,F19,Concrete Work,Formwork Generally,"Formwork shall be measured as the actual surfaces of the finished structure requiring support. Battens, struts, striking and removing shall be deemed included."
F,F20,Concrete Work,Formwork To Surfaces,Formwork to surfaces shall be given in square metres classified as: i. Horizontal soffites; ii. Sloping soffites; iii. Sloping surfaces over 15 degrees; iv. Vertical sides; v. Beam soffites; etc.
F,F21,Concrete Work,Formwork To Edges And Risers,"Formwork to edges shall be given in linear metres stating width. Classification includes: edges of beds, suspended floors, kerbs, and risers of steps."
F,F22,Concrete Work,Formwork To Bands And Cornices,Formwork to projecting or sunk bands and cornices shall be given in linear metres as extra over formwork.
F,F23,Concrete Work,"Formwork To Grooves, Chases, Mouldings","Formwork to grooves, chases, rebates, chamfers and mouldings shall be given separately in linear metres."
F,F24,Concrete Work,Labours On Formwork,Raking cutting and curved cutting shall each be given separately in linear metres. Cutting and fitting around projecting members shall be enumerated.
F,F25,Concrete Work,Precast Units Generally,"Precast units shall be given under an appropriate heading with particulars of reinforcement, cross-section, surface finish, bedding and fixing method."
F,F26,Concrete Work,Structural Units,"Structural units such as stanchions, beams, purlins and trusses shall each be enumerated stating size."
F,F27,Concrete Work,Steps And Staircases (Precast),"Steps, landings, balustrades and the like shall each be enumerated stating extreme size."
F,F28,Concrete Work,Kerbs And Edgings,Kerbs and edgings shall each be enumerated in linear metres stating size. Curved members shall be described by radius.
F,F29,Concrete Work,"Shelves, Seats, Covers, Sills, Lintels, Copings","Shelves, seats, covers, sills, lintels, copings and the like shall each be enumerated stating size and description."
F,F30,Concrete Work,Templates And Bases,Templates (padstones) and bases to posts shall each be enumerated stating size.
F,F31,Concrete Work,Pier-Caps And Chimney-Caps,"Pier-caps, chimney-caps and the like shall each be enumerated stating size and shape."
